timestamp,equity,inventory,price,elapsed_seconds
2026-04-01T14:27:24.085558,490998823.9998,-2,1877.1,1018.4793829917908
2026-04-01T14:27:34.101474,490998863.9998,-2,1876.9,1028.4952988624573
2026-04-01T14:27:44.113329,490998983.9998,-2,1876.3,1038.5071532726288
2026-04-01T14:27:54.577707,490999003.9998,-2,1876.2,1048.9715316295624
2026-04-01T14:28:04.577707,490998983.9998,-2,1876.3,1058.9715311527252
2026-04-01T14:28:14.575721,490999003.9998,-2,1876.2,1068.9695451259613
2026-04-01T14:28:24.569237,490999003.9998,-2,1876.2,1078.9630613327026
2026-04-01T14:28:34.576545,490998883.9998,-2,1876.8,1088.9703698158264
2026-04-01T14:28:44.570872,490998903.9998,-2,1876.7,1098.9646964073181
2026-04-01T14:28:54.971681,490998943.9998,-2,1876.5,1109.3655059337616
2026-04-01T14:29:04.989102,490998783.9998,-2,1877.3,1119.3829262256622
2026-04-01T14:29:14.999767,490998843.9998,-2,1877.0,1129.3935911655426
2026-04-01T14:29:25.007383,490998843.9998,-2,1877.0,1139.4012079238892
2026-04-02T09:36:55.165504,496864703.9998,-2,1847.7,1139.4012079238892
2026-04-02T09:37:05.175852,496865303.9998,-2,1844.7,1149.4115557670593
2026-04-02T09:37:15.195607,496864783.9998,-2,1847.3,1159.431310892105
2026-04-02T09:37:25.215462,496864723.9998,-2,1847.6,1169.4511659145355
2026-04-02T09:37:35.205496,496864763.9998,-2,1847.4,1179.441200017929
2026-04-02T09:37:45.205341,496864763.9998,-2,1847.4,1189.4410452842712
2026-04-02T09:37:55.940464,496864803.9998,-2,1847.2,1200.1761677265167
2026-04-02T09:38:05.949008,496864763.9998,-2,1847.4,1210.1847116947174
2026-04-02T09:38:15.966501,496864703.9998,-2,1847.7,1220.2022049427032
2026-04-02T09:38:25.964835,496864783.9998,-2,1847.3,1230.2005393505096
2026-04-02T09:38:35.965704,496864843.9998,-2,1847.0,1240.2014079093933
2026-04-02T09:38:45.963004,496864823.9998,-2,1847.1,1250.1987085342407
2026-04-02T09:38:56.330814,496864903.9998,-2,1846.7,1260.5665185451508
2026-04-02T09:39:06.361665,496864883.9998,-2,1846.8,1270.5973689556122
2026-04-02T09:39:16.365831,496864923.9998,-2,1846.6,1280.601535320282
2026-04-02T09:39:26.392247,496864983.9998,-2,1846.3,1290.6279516220093
2026-04-02T09:39:36.406708,496865083.9998,-1,1845.9,1300.642412662506
2026-04-02T09:39:46.415577,496865083.9998,-1,1845.9,1310.6512808799744
2026-04-02T09:39:56.778327,496865123.9998,-1,1845.5,1321.0140314102173
2026-04-02T09:40:06.796774,496865123.9998,-1,1845.5,1331.0324783325195
2026-04-02T09:40:16.806900,496865073.9998,-1,1846.0,1341.042603969574
2026-04-02T09:40:26.822688,496865033.9998,-1,1846.4,1351.0583922863007
2026-04-02T09:40:36.831579,496865033.9998,-1,1846.4,1361.067283630371
2026-04-02T09:40:46.843639,496865053.9998,-1,1846.2,1371.079342842102
2026-04-02T09:40:57.270216,496864983.9998,-1,1846.9,1381.505919933319
2026-04-02T09:41:07.279322,496865013.9998,-1,1846.6,1391.5150260925293
2026-04-02T09:41:17.294713,496864973.9998,-1,1847.0,1401.5304169654846
2026-04-02T09:41:27.308754,496864973.9998,-1,1847.0,1411.5444583892822
2026-04-02T09:41:37.304682,496864983.9998,-1,1846.9,1421.5403866767883
2026-04-02T09:41:47.302980,496864983.9998,-1,1846.9,1431.5386843681335
2026-04-02T09:41:57.702850,496865033.9998,-1,1846.4,1441.9385545253754
2026-04-02T09:42:07.720959,496865013.9998,-1,1846.6,1451.9566626548767
2026-04-02T09:42:17.721436,496864953.9998,-1,1847.2,1461.9571404457092
2026-04-02T09:42:27.712329,496864983.9998,-1,1846.9,1471.9480338096619
2026-04-02T09:42:37.736450,496864973.9998,-1,1847.0,1481.9721546173096
2026-04-02T09:42:47.726221,496864953.9998,-1,1847.2,1491.9619252681732
2026-04-02T09:42:58.114677,496864973.9998,-1,1847.0,1502.350380897522
2026-04-02T09:43:08.101947,496864973.9998,-1,1847.0,1512.3376505374908
2026-04-02T09:43:18.123335,496864973.9998,-1,1847.0,1522.3590393066406
2026-04-02T09:43:28.119450,496864943.9998,-1,1847.3,1532.3551542758942
2026-04-02T09:43:38.141368,496864943.9998,-1,1847.3,1542.3770718574524
2026-04-02T09:43:48.131977,496864953.9998,-1,1847.2,1552.367681503296
2026-04-02T09:43:58.543592,496864973.9998,-1,1847.0,1562.7792961597443
2026-04-02T09:44:08.545757,496864993.9998,-1,1846.8,1572.7814605236053
2026-04-02T09:44:18.560957,496865023.9998,-1,1846.5,1582.7966611385345
2026-04-02T09:44:28.569242,496864973.9998,-1,1846.8,1592.8049457073212
2026-04-02T09:44:38.590028,496865013.9998,-1,1846.6,1602.8257322311401
2026-04-02T09:44:48.601385,496864963.9998,-1,1847.1,1612.837089061737
2026-04-02T09:44:59.105486,496865003.9998,-1,1846.8,1623.3411905765533
2026-04-02T09:45:09.115757,496864993.9998,-1,1846.8,1633.3514609336853
2026-04-02T09:45:19.122599,496865033.9998,-1,1846.4,1643.3583028316498
2026-04-02T09:45:29.117635,496865053.9998,-1,1846.2,1653.3533387184143
2026-04-02T09:45:39.123549,496864973.9998,-1,1847.0,1663.3592529296875
2026-04-02T09:45:49.114836,496865053.9998,0,1846.3,1673.3505401611328
2026-04-02T09:45:59.508457,496865053.9998,0,1846.4,1683.7441611289978
2026-04-02T09:46:09.513269,496865053.9998,0,1846.9,1693.7489731311798
2026-04-02T09:46:19.522480,496865053.9998,0,1846.6,1703.758184671402
2026-04-02T09:46:29.548761,496865053.9998,0,1846.3,1713.7844653129578
2026-04-02T09:46:39.560852,496865053.9998,0,1847.4,1723.7965559959412
2026-04-02T09:46:50.030107,496729999.9998,0,1847.3,1734.2658114433289
2026-04-02T09:46:50.412304,496729999.9998,0,1847.3,1734.6492202281952
2026-04-02T09:47:00.415799,496729999.9998,0,1847.9,1744.6515035629272
2026-04-02T09:47:10.438981,496729999.9998,0,1848.3,1754.6746850013733
2026-04-02T09:47:20.452347,496729999.9998,0,1848.6,1764.6880507469177
2026-04-02T09:47:30.458971,496729999.9998,0,1848.9,1774.6946744918823
2026-04-02T09:47:40.468726,496729999.9998,0,1848.1,1784.7044296264648
2026-04-02T09:47:50.861729,496729999.9998,0,1848.2,1795.0974326133728
2026-04-02T09:48:00.863494,496729999.9998,0,1848.3,1805.099198102951
2026-04-02T09:48:10.865268,496729999.9998,0,1847.7,1815.1009719371796
2026-04-02T09:48:20.882033,496729999.9998,0,1847.6,1825.1177365779877
2026-04-02T09:48:30.905112,496729999.9998,0,1847.4,1835.1408159732819
2026-04-02T09:48:40.922933,496729999.9998,0,1847.7,1845.1586372852325
2026-04-02T09:48:51.401717,496729999.9998,0,1847.4,1855.6374213695526
2026-04-02T09:49:01.420981,496729999.9998,0,1847.8,1865.6566851139069
2026-04-02T09:49:11.407167,496729999.9998,0,1847.8,1875.6428716182709
2026-04-02T09:49:21.419020,496729999.9998,0,1847.7,1885.6547243595123
2026-04-02T09:49:31.429775,496729979.9998,-1,1848.8,1895.6654794216156
2026-04-02T09:49:41.450260,496729939.9998,-1,1849.2,1905.6859645843506
2026-04-02T09:49:51.850517,496729979.9998,-1,1848.8,1916.0862214565277
2026-04-02T09:50:01.869912,496730039.9998,-1,1848.5,1926.1056163311005
2026-04-02T09:50:11.881473,496729939.9998,-2,1849.3,1936.117177248001
2026-04-02T09:50:21.898896,496729959.9998,-2,1849.2,1946.134600162506
2026-04-02T09:50:31.914139,496729899.9998,-2,1849.5,1956.149843454361
2026-04-02T09:50:41.921079,496729919.9998,-2,1849.4,1966.1567831039429
2026-04-02T09:50:52.339786,496729819.9998,-2,1849.9,1976.5754902362823
2026-04-02T09:51:02.353930,496729889.9998,-3,1849.8,1986.589634180069
2026-04-02T09:51:12.377192,496730039.9998,-3,1849.3,1996.6128959655762
2026-04-02T09:51:22.385927,496730249.9998,-4,1848.8,2006.6216316223145
2026-04-02T09:51:32.402185,496729929.9998,-4,1849.6,2016.6378889083862
2026-04-02T09:51:42.413674,496730009.9998,-4,1849.4,2026.6493775844574
2026-04-02T09:51:52.798898,496730009.9998,-4,1849.4,2037.0346026420593
2026-04-02T09:52:02.807233,496730169.9998,-4,1848.8,2047.0429375171661
2026-04-02T09:52:12.806696,496730129.9998,-4,1849.1,2057.042400598526
2026-04-02T09:52:22.817240,496730209.9998,-4,1848.9,2067.0529437065125
2026-04-02T09:52:32.830942,496730329.9998,-4,1848.6,2077.066646337509
2026-04-02T09:52:42.835939,496730449.9998,-4,1848.3,2087.0716428756714
2026-04-02T09:52:53.248960,496730329.9998,-4,1848.6,2097.4846637248993
2026-04-02T09:53:03.243995,496730409.9998,-4,1848.4,2107.4796993732452
2026-04-02T09:53:13.258442,496730409.9998,-4,1848.4,2117.4941461086273
2026-04-02T09:53:23.257787,496730489.9998,-4,1848.2,2127.4934911727905
2026-04-02T09:53:33.280428,496730369.9998,-4,1848.5,2137.5161316394806
2026-04-02T09:53:43.297272,496730409.9998,-4,1848.4,2147.532975912094
2026-04-02T09:53:53.671709,496730369.9998,-4,1848.5,2157.907413005829
2026-04-02T09:54:03.646374,496730609.9998,-4,1847.9,2167.882077932358
2026-04-02T09:54:13.652255,496730689.9998,-4,1847.7,2177.8879590034485
2026-04-02T09:54:23.673960,496730629.9998,0,1847.6,2187.9096643924713
2026-04-02T09:54:33.679156,496730629.9998,0,1847.5,2197.9148604869843
2026-04-02T09:54:43.685228,496730629.9998,0,1847.9,2207.920931816101
2026-04-02T09:54:54.063746,496730629.9998,0,1847.4,2218.29945063591
2026-04-02T09:55:04.055974,496730629.9998,0,1847.0,2228.2916779518127
2026-04-02T09:55:14.054844,496730629.9998,0,1847.0,2238.290547847748
2026-04-02T09:55:24.075383,496730629.9998,0,1847.1,2248.311086654663
2026-04-02T09:55:34.088657,496730629.9998,0,1847.1,2258.3243606090546
2026-04-02T09:55:44.101284,496730629.9998,0,1847.0,2268.336987733841
2026-04-02T09:55:54.436219,496730629.9998,0,1847.2,2278.6719229221344
2026-04-02T09:56:04.447468,496730629.9998,0,1848.2,2288.683172225952
2026-04-02T09:56:14.460771,496730629.9998,0,1848.3,2298.6964750289917
2026-04-02T09:56:24.461439,496730629.9998,0,1848.4,2308.6971435546875
2026-04-02T09:56:34.482874,496730629.9998,0,1848.3,2318.718577861786
2026-04-02T09:56:44.472891,496730629.9998,0,1849.0,2328.708595275879
2026-04-02T09:56:55.150519,497179999.9998,1,1848.6,2339.386223077774
2026-04-02T09:56:55.594489,497179999.9998,1,1848.6,2339.8301928043365
2026-04-02T09:57:05.598830,497179989.9998,1,1848.5,2349.8345346450806
2026-04-02T09:57:15.620416,497180079.9998,0,1849.7,2359.8561205863953
2026-04-02T09:57:25.641913,497180079.9998,0,1849.5,2369.87761759758
2026-04-02T09:57:35.635287,497180079.9998,0,1849.7,2379.870990753174
2026-04-02T09:57:45.644290,497180079.9998,0,1850.3,2389.8799941539764
2026-04-02T09:57:56.034706,497180079.9998,0,1850.5,2400.270410299301
2026-04-02T09:58:06.054937,497180079.9998,0,1850.2,2410.290641307831
2026-04-02T09:58:16.076260,497180049.9998,1,1849.5,2420.311964035034
2026-04-02T09:58:26.083809,497180129.9998,0,1850.0,2430.319513320923
2026-04-02T09:58:36.070557,497180129.9998,0,1850.0,2440.306261062622
2026-04-02T09:58:46.066972,497180129.9998,0,1850.0,2450.302676677704
2026-04-02T09:58:56.453690,497180129.9998,0,1849.7,2460.6893939971924
2026-04-02T09:59:06.456935,497180129.9998,0,1850.0,2470.692638874054
2026-04-02T09:59:16.484240,497180129.9998,0,1850.0,2480.7199447155
2026-04-02T09:59:26.496093,497180129.9998,0,1850.0,2490.73179769516
2026-04-02T09:59:36.509903,497180129.9998,0,1850.2,2500.7456068992615
2026-04-02T09:59:46.522588,497180129.9998,0,1850.6,2510.758292198181
2026-04-02T09:59:56.906227,497180129.9998,0,1850.1,2521.1419315338135
2026-04-02T10:00:06.907920,497180129.9998,0,1849.5,2531.1436245441437
2026-04-02T10:00:16.902149,497180129.9998,0,1849.3,2541.137852907181
2026-04-02T10:00:26.924760,497180129.9998,0,1848.8,2551.160464286804
2026-04-02T10:00:36.894983,497180129.9998,0,1848.8,2561.1306867599487
2026-04-02T10:00:46.912857,497180129.9998,0,1848.8,2571.1485607624054
2026-04-02T10:00:57.261445,497180129.9998,0,1849.3,2581.4971492290497
2026-04-02T10:01:07.269284,497180129.9998,0,1849.3,2591.5049879550934
2026-04-02T10:01:17.289543,497180129.9998,0,1849.3,2601.5252470970154
2026-04-02T10:01:27.277622,497180129.9998,0,1849.3,2611.513325691223
2026-04-02T10:01:37.286334,497180129.9998,0,1849.0,2621.5220379829407
2026-04-02T10:01:47.302867,497180129.9998,0,1848.4,2631.538571357727
2026-04-02T10:01:57.739427,497180129.9998,0,1848.0,2641.9751312732697
2026-04-02T10:02:07.750196,497180129.9998,0,1848.0,2651.985899925232
2026-04-02T10:02:17.751587,497180129.9998,0,1848.2,2661.987291574478
2026-04-02T10:02:27.758748,497180129.9998,0,1848.6,2671.9944517612457
2026-04-02T10:02:37.771270,497180129.9998,0,1848.5,2682.0069737434387
2026-04-02T10:02:47.796813,497180129.9998,0,1848.5,2692.0325169563293
2026-04-02T10:02:58.186710,497180129.9998,0,1848.7,2702.4224145412445
2026-04-02T10:03:08.193345,497180129.9998,0,1848.5,2712.4290492534637
2026-04-02T10:03:18.198709,497180129.9998,0,1848.7,2722.4344136714935
2026-04-02T10:03:28.211787,497180129.9998,0,1848.8,2732.447491168976
2026-04-02T10:03:38.196582,497180129.9998,0,1849.1,2742.4322860240936
2026-04-02T10:03:48.221279,497180129.9998,0,1849.1,2752.45698261261
2026-04-02T10:03:58.601674,497180129.9998,0,1848.8,2762.8373777866364
2026-04-02T10:04:08.614371,497180129.9998,0,1848.8,2772.8500747680664
2026-04-02T10:04:18.622318,497180129.9998,0,1848.5,2782.8580219745636
2026-04-02T10:04:28.642477,497180219.9998,1,1849.5,2792.878181219101
2026-04-02T10:04:38.652904,497180069.9998,1,1848.0,2802.888607978821
2026-04-02T10:04:48.656749,497180099.9998,1,1848.3,2812.892453432083
2026-04-02T10:04:59.045013,497180049.9998,2,1848.1,2823.2807173728943
2026-04-02T10:05:09.044758,497180049.9998,2,1848.0,2833.2804617881775
2026-04-02T10:05:19.038325,497180069.9998,2,1848.1,2843.2740292549133
2026-04-02T10:05:29.058724,497180129.9998,2,1848.4,2853.2944281101227
2026-04-02T10:05:39.068944,497180109.9998,2,1848.3,2863.3046486377716
2026-04-02T10:05:49.094220,497179969.9998,2,1847.6,2873.329924583435
2026-04-02T10:05:59.521041,497179949.9998,2,1847.5,2883.7567455768585
2026-04-02T10:06:09.550401,497179869.9998,3,1846.9,2893.7861046791077
2026-04-02T10:06:19.566804,497179749.9998,3,1846.5,2903.802508354187
2026-04-02T10:06:29.571908,497179779.9998,3,1846.6,2913.8076119422913
2026-04-02T10:06:39.595384,497179779.9998,3,1846.7,2923.831088066101
2026-04-02T10:06:49.601366,497179869.9998,3,1846.9,2933.8370702266693
2026-04-02T10:07:00.275890,496559999.9998,4,1845.2,2944.511593580246
2026-04-02T10:07:00.647706,496559999.9998,4,1845.2,2944.883410692215
2026-04-02T10:07:10.668572,496559919.9998,4,1845.0,2954.904276371002
2026-04-02T10:07:20.682124,496560119.9998,4,1845.5,2964.9178280830383
2026-04-02T10:07:30.695948,496559959.9998,4,1845.1,2974.931651830673
2026-04-02T10:07:40.710383,496560039.9998,4,1845.3,2984.946087360382
2026-04-02T10:07:50.725216,496560119.9998,4,1845.3,2994.960919857025
2026-04-02T10:08:01.117441,496560159.9998,4,1845.6,3005.3531455993652
2026-04-02T10:08:11.099644,496560159.9998,4,1845.6,3015.3353481292725
2026-04-02T10:08:21.124418,496560319.9998,4,1846.0,3025.3601217269897
2026-04-02T10:08:31.103501,496560359.9998,4,1846.1,3035.339204788208
2026-04-02T10:08:41.101479,496560319.9998,4,1846.0,3045.337183237076
2026-04-02T10:08:51.111925,496560399.9998,4,1846.2,3055.347628593445
2026-04-02T10:09:01.518696,496560359.9998,4,1846.1,3065.7544004917145
2026-04-02T10:09:11.542029,496560599.9998,4,1846.7,3075.777732849121
2026-04-02T10:09:21.561547,496560479.9998,4,1846.4,3085.7972509860992
2026-04-02T10:09:31.569875,496560479.9998,4,1846.4,3095.8055787086487
2026-04-02T10:09:41.582280,496560599.9998,4,1846.7,3105.817984342575
2026-04-02T10:09:51.603539,496560399.9998,4,1846.2,3115.8392429351807
2026-04-02T10:10:02.027389,496560639.9998,4,1846.8,3126.2630937099457
2026-04-02T10:10:12.043539,496560559.9998,4,1846.6,3136.279243707657
2026-04-02T10:10:22.021161,496560479.9998,4,1846.4,3146.2568652629852
2026-04-02T10:10:32.046438,496560359.9998,4,1846.1,3156.282141685486
2026-04-02T10:10:42.035545,496560639.9998,4,1846.8,3166.2712490558624
2026-04-02T10:10:52.052039,496560319.9998,4,1846.0,3176.2877428531647
2026-04-02T10:11:02.452398,496560519.9998,4,1846.5,3186.688102245331
2026-04-02T10:11:12.442503,496560759.9998,4,1847.1,3196.6782071590424
2026-04-02T10:11:22.456549,496560959.9998,4,1847.6,3206.69225358963
2026-04-02T10:11:32.484708,496560799.9998,4,1847.2,3216.7204117774963
2026-04-02T10:11:42.478625,496560399.9998,4,1846.2,3226.714328765869
2026-04-02T10:11:52.491597,496560839.9998,4,1847.3,3236.727301120758
2026-04-02T10:12:02.889313,496560989.9998,5,1847.4,3247.1250171661377
2026-04-02T10:12:12.897952,496560689.9998,5,1846.8,3257.1336557865143
2026-04-02T10:12:22.924668,496560139.9998,5,1845.7,3267.160372018814
2026-04-02T10:12:32.911652,496560439.9998,5,1846.3,3277.147356033325
2026-04-02T10:12:42.923622,496560439.9998,5,1846.3,3287.1593255996704
2026-04-02T10:12:52.928353,496560289.9998,5,1846.0,3297.1640570163727
2026-04-02T10:13:03.774818,496560289.9998,5,1846.0,3308.01052236557
2026-04-02T10:13:13.787413,496560389.9998,5,1846.2,3318.0231173038483
2026-04-02T10:13:23.800588,496560389.9998,5,1846.2,3328.036292076111
2026-04-02T10:13:33.808381,496560539.9998,5,1846.5,3338.04408454895
2026-04-02T10:13:43.824485,496560539.9998,5,1846.5,3348.0601890087128
2026-04-02T10:13:53.846457,496560439.9998,5,1846.3,3358.0821611881256
2026-04-02T10:14:04.328930,496560539.9998,5,1846.5,3368.56463432312
2026-04-02T10:14:14.344918,496560289.9998,5,1846.0,3378.5806221961975
2026-04-02T10:14:24.349573,496560439.9998,5,1846.3,3388.5852768421173
2026-04-02T10:14:34.351252,496560339.9998,5,1846.1,3398.586956501007
2026-04-02T10:14:44.372299,496560139.9998,5,1845.7,3408.6080026626587
2026-04-02T10:14:54.384810,496560139.9998,5,1845.7,3418.620514154434
2026-04-02T10:15:04.770274,496560189.9998,5,1845.8,3429.0059781074524
2026-04-02T10:15:14.798056,496560139.9998,5,1845.7,3439.033760070801
2026-04-02T10:15:24.791998,496560389.9998,5,1846.2,3449.0277020931244
2026-04-02T10:15:34.808893,496560689.9998,5,1846.8,3459.044596672058
2026-04-02T10:15:44.830991,496560839.9998,4,1847.1,3469.0666947364807
2026-04-02T10:15:54.862117,496560639.9998,4,1846.6,3479.097820997238
2026-04-02T10:16:05.274024,496560559.9998,4,1846.4,3489.5097279548645
2026-04-02T10:16:15.298254,496560559.9998,4,1846.4,3499.533958673477
2026-04-02T10:16:25.293399,496560319.9998,4,1845.8,3509.5291032791138
2026-04-02T10:16:35.308964,496560319.9998,4,1845.8,3519.5446679592133
